Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type
12.857645184135976,0.102371638,221.2456,1985,663.1368,NCW42,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store
18.75,0.034278798,214.1218,1987,4488.1578,NCQ50,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1
7.235,0.0,115.1834,2002,1382.2008,FDQ09,Low Fat,Snack Foods,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.038377013,211.5586,1985,4432.2306,FDI20,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3
19.6,0.025325897,150.9024,1999,3795.06,NCP05,Low Fat,Health and Hygiene,OUT049,Medium,Tier 1,Supermarket Type1
7.27,0.020898691,92.2488,2007,814.9392,FDH02,Regular,Canned,OUT017,Medium,Tier 2,Supermarket Type1
15.1,0.105881129,42.0796,2002,454.0756,FDH45,Regular,Fruits and Vegetables,OUT045,Medium,Tier 2,Supermarket Type1
7.81,0.112906337,243.5486,1998,488.6972,DRG49,Low Fat,Soft Drinks,OUT010,Medium,Tier 3,Grocery Store
7.81,0.055216312,125.5046,2004,3237.1196,FDA37,Regular,Canned,OUT035,Small,Tier 2,Supermarket Type1
6.465,0.125210375,266.8884,2007,1059.9536,FDS13,Low Fat,Canned,OUT017,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.058185842,220.8456,1985,4199.8664,NCW42,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3
10.8,0.098814721,100.5042,2009,1884.8798,FDK15,Low Fat,Meat,OUT018,Medium,Tier 3,Supermarket Type2
9.5,0.022058724,196.8452,1997,3523.4136,FDX51,Regular,Meat,OUT046,Small,Tier 1,Supermarket Type1
20.7,0.100091576,125.5388,1987,2105.2596,FDJ20,Regular,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1
8.895,0.075876602,235.9616,2007,1874.8928,DRK59,Low Fat,Hard Drinks,OUT017,Medium,Tier 2,Supermarket Type1
15.6,0.037841362,125.2704,2009,2628.5784,FDL45,Low Fat,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2
9.0,0.081943273,214.5534,1987,3440.8544,FDH41,Low Fat,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1
19.35,0.016645164,120.9098,2002,1687.1372,FDD05,Low Fat,Frozen Foods,OUT045,Medium,Tier 2,Supermarket Type1
19.7,0.018061324,102.599,2002,2063.98,FDZ39,Regular,Meat,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.028062401,44.0402,1985,91.8804,FDY35,Regular,Breads,OUT019,Small,Tier 1,Grocery Store
5.825,0.091857904,160.7894,2009,1617.894,NCE06,Low Fat,Household,OUT018,Medium,Tier 3,Supermarket Type2
12.857645184135976,0.036109413,140.6154,1985,4538.0928,FDE57,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3
12.85,0.108633372,233.8642,2009,2323.642,FDD33,Low Fat,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2
12.85,0.03324652,172.4422,2002,4483.4972,FDQ10,Low Fat,Snack Foods,OUT045,Medium,Tier 2,Supermarket Type1
17.5,0.016720132,139.918,1987,419.454,FDN15,Low Fat,Meat,OUT013,High,Tier 3,Supermarket Type1
17.0,0.055433377,221.1114,1997,4434.228,FDS50,Low Fat,Dairy,OUT046,Small,Tier 1,Supermarket Type1
7.05,0.084966021,111.1912,1997,1965.4416,FDX21,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1
5.78,0.074135053,264.0568,2004,2109.2544,FDL58,Regular,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1
15.2,0.091745951,229.0352,2004,2290.352,FDK09,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1
12.857645184135976,0.056685383,178.437,1985,3175.866,FDS08,Low Fat,Fruits and Vegetables,OUT027,Medium,Tier 3,Supermarket Type3
11.35,0.00552947,169.279,2004,2376.906,FDE20,Regular,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1
17.5,0.013664703,257.7304,2002,5683.2688,FDF04,Low Fat,Frozen Foods,OUT045,Medium,Tier 2,Supermarket Type1
16.25,0.087310672,95.541,1999,1544.656,FDA50,Low Fat,Dairy,OUT049,Medium,Tier 1,Supermarket Type1
12.85,0.022639195,179.7318,1999,2165.1816,FDX08,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1
12.857645184135976,0.016531033,122.4098,1985,3012.745,FDD05,Low Fat,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3
8.84,0.076873991,109.9228,2009,1547.3192,FDG41,Regular,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2
12.857645184135976,0.035863436,58.3562,1985,1125.8678,FDU39,Low Fat,Meat,OUT027,Medium,Tier 3,Supermarket Type3
17.75,0.111301625,107.5912,1997,1528.6768,NCQ43,Low Fat,Others,OUT046,Small,Tier 1,Supermarket Type1
6.38,0.015193323,143.347,2002,858.882,NCY42,Low Fat,Household,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.046408928,153.2998,1985,3998.7948,FDF26,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3
10.65,0.0,57.1272,2004,279.636,FDC20,Low Fat,Fruits and Vegetables,OUT035,Small,Tier 2,Supermarket Type1
13.1,0.07494003,75.0354,1997,902.8248,FDX14,Low Fat,Dairy,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.065119701,145.7128,1985,4026.7584,DRC49,Low Fat,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3
10.195,0.0,143.1154,2007,2410.8618,FDM40,Low Fat,Frozen Foods,OUT017,Medium,Tier 2,Supermarket Type1
6.67,0.090456903,131.2626,2007,2098.6016,FDE10,Regular,Snack Foods,OUT017,Medium,Tier 2,Supermarket Type1
5.32,0.093071679,103.8674,2002,509.337,NCU17,Low Fat,Health and Hygiene,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.048292189,133.1626,1985,2492.0894,FDB36,Regular,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3
12.1,0.029902679,144.3444,2009,1161.1552,DRF13,Low Fat,Soft Drinks,OUT018,Medium,Tier 3,Supermarket Type2
13.85,0.056547986,232.73,2009,6291.81,FDL13,Regular,Breakfast,OUT018,Medium,Tier 3,Supermarket Type2
16.35,0.034726222,125.602,1999,3036.048,NCH55,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1
18.35,0.088908547,192.8504,1987,2876.256,NCF18,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1
15.5,0.044024163,102.0332,1998,102.5332,FDC09,Regular,Fruits and Vegetables,OUT010,Medium,Tier 3,Grocery Store
12.1,0.020568574,150.4734,1997,2078.6276,FDV09,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1
12.1,0.020564685,148.2734,2004,3266.4148,FDV09,Low Fat,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1
19.25,0.058226609,85.2908,1987,671.1264,FDU16,Regular,Frozen Foods,OUT013,High,Tier 3,Supermarket Type1
8.71,0.072155462,183.3924,1997,3146.5708,FDD26,Regular,Canned,OUT046,Small,Tier 1,Supermarket Type1
10.5,0.027253711,170.9106,1987,3251.1014,NCA29,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1
11.6,0.144604071,240.8222,2009,3585.333,FDZ26,Regular,Dairy,OUT018,Medium,Tier 3,Supermarket Type2
16.0,0.193477995,55.9246,1998,405.4722,FDT56,Regular,Fruits and Vegetables,OUT010,Medium,Tier 3,Grocery Store
6.865,0.056945936,214.6218,2002,1923.4962,FDF22,Low Fat,Snack Foods,OUT045,Medium,Tier 2,Supermarket Type1
10.395,0.031288338,159.5604,2002,2852.2872,FDH21,Low Fat,Seafood,OUT045,Medium,Tier 2,Supermarket Type1
8.05,0.078400465,259.0646,1997,4380.2982,FDD44,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1
5.785,0.038976089,264.2252,2007,3934.878,FDS56,Regular,Fruits and Vegetables,OUT017,Medium,Tier 2,Supermarket Type1
10.3,0.058918844,191.653,1999,5313.084,FDF21,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1
12.5,0.031176157,103.099,2009,722.393,FDM44,Low Fat,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2
7.63,0.061159246,92.5436,1999,1607.2412,DRK01,Low Fat,Soft Drinks,OUT049,Medium,Tier 1,Supermarket Type1
13.5,0.0,78.396,2004,1438.128,FDO22,Regular,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1
17.5,0.052550476,101.299,2002,722.393,FDP57,Low Fat,Snack Foods,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.124448295,112.0518,1985,113.8518,DRF49,Low Fat,Soft Drinks,OUT019,Small,Tier 1,Grocery Store
8.21,0.010808272,150.5392,2009,1043.9744,DRK11,Low Fat,Hard Drinks,OUT018,Medium,Tier 3,Supermarket Type2
11.65,0.010963269,110.9544,2009,335.5632,FDT51,Regular,Meat,OUT018,Medium,Tier 3,Supermarket Type2
18.5,0.0,119.8124,2007,4029.4216,FDE58,Low Fat,Snack Foods,OUT017,Medium,Tier 2,Supermarket Type1
7.72,0.075035902,78.7986,2009,856.8846,FDT23,Regular,Breads,OUT018,Medium,Tier 3,Supermarket Type2
5.88,0.024882614,149.4392,2004,1640.5312,NCT42,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1
6.85,0.022878953,262.3594,2004,3924.891,FDJ41,Low Fat,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1
12.857645184135976,0.166572501,176.1712,1985,3691.1952,NCF42,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3
7.52,0.055081623,128.8994,1987,2055.9904,FDA19,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1
13.65,0.025920816,81.2302,1997,2059.9852,FDW09,Regular,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1
12.857645184135976,0.029500321,46.2086,1985,802.9548,NCO14,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3
6.985,0.137645467,185.2608,2002,2940.1728,FDO39,Regular,Meat,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.0,240.6222,1985,4302.3996,FDR45,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3
9.3,0.026818196,248.9092,1998,498.0184,FDA15,Low Fat,Dairy,OUT010,Medium,Tier 3,Grocery Store
12.1,0.030102335,74.767,1987,2220.443,FDY13,Low Fat,Canned,OUT013,High,Tier 3,Supermarket Type1
5.98,0.043740308,145.3418,2009,2354.2688,FDY31,Low Fat,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2
9.0,0.069653585,266.2884,1999,2914.8724,NCS29,Low Fat,Health and Hygiene,OUT049,Medium,Tier 1,Supermarket Type1
7.145,0.01785932,160.6578,2009,2246.4092,FDJ52,Low Fat,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2
19.0,0.017755213,211.7244,2002,2752.4172,NCX41,Low Fat,Health and Hygiene,OUT045,Medium,Tier 2,Supermarket Type1
7.855,0.161875063,35.6848,2002,335.5632,FDQ36,Regular,Baking Goods,OUT045,Medium,Tier 2,Supermarket Type1
19.5,0.128181759,156.1314,2004,2792.3652,FDV35,Low Fat,Breads,OUT035,Small,Tier 2,Supermarket Type1
8.71,0.121250374,92.7778,1997,1032.6558,FDE02,Low Fat,Canned,OUT046,Small,Tier 1,Supermarket Type1
11.5,0.014921093,173.908,2009,1211.756,FDA34,Low Fat,Starchy Foods,OUT018,Medium,Tier 3,Supermarket Type2
18.85,0.040434372,244.3144,1999,5635.3312,NCL42,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1
13.65,0.031508924,98.77,2002,1697.79,FDE14,Regular,Canned,OUT045,Medium,Tier 2,Supermarket Type1
6.135,0.079094835,114.386,1999,1018.674,DRD25,Low Fat,Soft Drinks,OUT049,Medium,Tier 1,Supermarket Type1
5.655,0.175793413,146.9102,2009,1749.7224,DRF01,Low Fat,Soft Drinks,OUT018,Medium,Tier 3,Supermarket Type2
14.85,0.019495051,261.291,1987,10256.649,FDF39,Regular,Dairy,OUT013,High,Tier 3,Supermarket Type1
20.75,0.063313974,153.7682,2004,1829.6184,FDP01,Regular,Breakfast,OUT035,Small,Tier 2,Supermarket Type1
10.0,0.0674819,234.859,2009,1181.795,FDB10,Low Fat,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2
10.3,0.070026951,263.6226,2004,6608.065,FDY14,Low Fat,Dairy,OUT035,Small,Tier 2,Supermarket Type1
5.675,0.023496967,156.1288,1997,2828.3184,FDR57,Regular,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1
5.51,0.0,98.9726,2009,1565.9616,NCH29,Low Fat,Health and Hygiene,OUT018,Medium,Tier 3,Supermarket Type2
17.75,0.073559521,33.9216,2002,830.9184,FDJ45,Low Fat,Seafood,OUT045,Medium,Tier 2,Supermarket Type1
17.75,0.07626905,113.1544,2009,1006.6896,FDZ48,Low Fat,Baking Goods,OUT018,Medium,Tier 3,Supermarket Type2
8.365,0.039925235,189.2188,2002,4570.0512,FDV44,Regular,Fruits and Vegetables,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.093883945,200.4742,1985,398.1484,FDR01,Regular,Canned,OUT019,Small,Tier 1,Grocery Store
10.0,0.03773288,128.2994,1987,1413.4934,FDZ57,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1
18.2,0.066400129,250.1092,1999,5727.2116,FDI08,Regular,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1
19.35,0.039920687,163.3868,2004,3439.5228,DRA24,Regular,Soft Drinks,OUT035,Small,Tier 2,Supermarket Type1
12.857645184135976,0.022351808,143.7812,1985,4986.842,FDS39,Low Fat,Meat,OUT027,Medium,Tier 3,Supermarket Type3
7.39,0.120180894,141.447,1987,2290.352,NCL31,Low Fat,Others,OUT013,High,Tier 3,Supermarket Type1
7.945,0.015900971,163.821,1999,1794.331,FDD34,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1
16.0,0.172759093,157.0972,1997,4673.916,FDC34,Regular,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1
20.1,0.077454252,59.2536,1997,735.0432,NCK05,Low Fat,Health and Hygiene,OUT046,Small,Tier 1,Supermarket Type1
20.6,0.039255412,94.4778,1998,93.8778,FDB32,Low Fat,Fruits and Vegetables,OUT010,Medium,Tier 3,Grocery Store
8.575,0.072252888,196.5794,2007,5267.1438,FDC03,Regular,Dairy,OUT017,Medium,Tier 2,Supermarket Type1
17.7,0.016664252,47.9034,2009,729.051,FDO19,Regular,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2
20.0,0.086187886,125.4678,1998,127.1678,FDZ28,Regular,Frozen Foods,OUT010,Medium,Tier 3,Grocery Store
5.695,0.109784056,256.0646,1998,1288.323,FDK28,Low Fat,Frozen Foods,OUT010,Medium,Tier 3,Grocery Store
5.11,0.0,164.721,2009,3588.662,NCU30,Low Fat,Household,OUT018,Medium,Tier 3,Supermarket Type2
15.25,0.0,178.166,2002,4853.682,FDV57,Regular,Snack Foods,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.029023048,177.837,1985,6704.606,FDB02,Regular,Canned,OUT027,Medium,Tier 3,Supermarket Type3
18.25,0.183142346,110.357,1987,2087.283,FDD52,Regular,Dairy,OUT013,High,Tier 3,Supermarket Type1
15.6,0.0,170.6132,1987,6595.4148,FDN34,Regular,Snack Foods,OUT013,High,Tier 3,Supermarket Type1
13.0,0.153857402,76.3986,1999,778.986,FDB50,Low Fat,Canned,OUT049,Medium,Tier 1,Supermarket Type1
7.02,0.081290366,147.3734,1999,2524.0478,FDS55,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1
19.7,0.066935459,177.537,1997,3175.866,FDR21,Low Fat,Snack Foods,OUT046,Small,Tier 1,Supermarket Type1
9.1,0.055514919,112.5518,1999,341.5554,NCD07,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1
8.0,0.050657232,249.9092,1998,249.0092,FDO11,Regular,Breads,OUT010,Medium,Tier 3,Grocery Store
17.75,0.098108957,240.9196,2009,4579.3724,NCC54,Low Fat,Health and Hygiene,OUT018,Medium,Tier 3,Supermarket Type2
19.5,0.128405328,156.4314,1999,2326.971,FDV35,Low Fat,Breads,OUT049,Medium,Tier 1,Supermarket Type1
7.685,0.025477448,145.276,1997,3515.424,NCU29,Low Fat,Health and Hygiene,OUT046,Small,Tier 1,Supermarket Type1
9.6,0.040969757,188.7214,1998,376.8428,NCZ53,Low Fat,Health and Hygiene,OUT010,Medium,Tier 3,Grocery Store
19.6,0.040550868,45.5718,1998,47.2718,DRE03,Low Fat,Dairy,OUT010,Medium,Tier 3,Grocery Store
17.6,0.175545889,163.6868,1998,163.7868,FDZ09,Low Fat,Snack Foods,OUT010,Medium,Tier 3,Grocery Store
15.6,0.099344826,63.6194,2002,743.0328,FDE40,Regular,Dairy,OUT045,Medium,Tier 2,Supermarket Type1
12.65,0.042276746,108.4938,1999,1500.7132,NCS18,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1
12.857645184135976,0.013861607,94.4462,1985,2036.0164,FDX24,Low Fat,Baking Goods,OUT027,Medium,Tier 3,Supermarket Type3
12.857645184135976,0.076387367,112.1518,1985,3870.9612,FDS34,Regular,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3
14.5,0.08996026,159.5604,2002,1426.1436,NCS53,Low Fat,Health and Hygiene,OUT045,Medium,Tier 2,Supermarket Type1
6.425,0.010480751,116.5808,2009,2460.7968,FDH38,Low Fat,Canned,OUT018,Medium,Tier 3,Supermarket Type2
9.695,0.070587419,176.9344,2002,5888.3352,DRM35,Low Fat,Hard Drinks,OUT045,Medium,Tier 2,Supermarket Type1
19.6,0.03387323,56.1614,1987,828.921,DRI25,Low Fat,Soft Drinks,OUT013,High,Tier 3,Supermarket Type1
20.7,0.039238384,152.8366,2004,2569.3222,NCP06,Low Fat,Household,OUT035,Small,Tier 2,Supermarket Type1
12.6,0.024331586,34.9874,2007,529.311,FDT02,Low Fat,Dairy,OUT017,Medium,Tier 2,Supermarket Type1
8.275,0.110197977,104.2306,1987,3658.571,NCP14,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1
12.857645184135976,0.028048877,106.1964,1985,210.3928,NCD43,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store
19.85,0.045631231,128.102,1987,1265.02,FDP20,Low Fat,Fruits and Vegetables,OUT013,High,Tier 3,Supermarket Type1
7.36,0.087559621,55.2588,1998,229.0352,FDK04,Low Fat,Frozen Foods,OUT010,Medium,Tier 3,Grocery Store
20.35,0.252865979,82.7276,1998,162.4552,FDQ15,Regular,Meat,OUT010,Medium,Tier 3,Grocery Store
17.7,0.135306012,183.7924,1999,2221.1088,FDE11,Regular,Starchy Foods,OUT049,Medium,Tier 1,Supermarket Type1
12.857645184135976,0.126760908,176.937,1985,352.874,FDN01,Low Fat,Breakfast,OUT019,Small,Tier 1,Grocery Store
8.39,0.024201084,112.6176,2004,2175.8344,FDC29,Regular,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1
9.195,0.015856295,81.6592,2004,1403.5064,FDC48,Low Fat,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1
8.93,0.028411899,152.334,2004,2143.876,DRF27,Low Fat,Dairy,OUT035,Small,Tier 2,Supermarket Type1
15.7,0.160529322,59.2562,1987,296.281,NCB55,Low Fat,Household,OUT013,High,Tier 3,Supermarket Type1
16.7,0.026771204,246.3776,2007,1981.4208,NCX30,Low Fat,Household,OUT017,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.049934854,95.0752,1985,2588.6304,DRN36,Low Fat,Soft Drinks,OUT027,Medium,Tier 3,Supermarket Type3
20.5,0.113045883,194.1478,2007,2906.217,FDP08,Regular,Fruits and Vegetables,OUT017,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.015359722,163.7526,1985,1973.4312,NCD31,Low Fat,Household,OUT027,Medium,Tier 3,Supermarket Type3
11.65,0.034049703,112.286,2007,452.744,FDK45,Low Fat,Seafood,OUT017,Medium,Tier 2,Supermarket Type1
20.75,0.02128304,153.5024,1999,2428.8384,DRE49,Low Fat,Soft Drinks,OUT049,Medium,Tier 1,Supermarket Type1
12.857645184135976,0.063462048,157.563,1985,1721.093,FDU52,Low Fat,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3
16.2,0.074019393,41.7454,1998,83.8908,FDD53,Low Fat,Frozen Foods,OUT010,Medium,Tier 3,Grocery Store
10.195,0.017666978,239.4538,2002,4566.7222,FDF11,Regular,Starchy Foods,OUT045,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.124299531,73.4696,1985,298.2784,NCR30,Low Fat,Household,OUT019,Small,Tier 1,Grocery Store
13.3,0.079739853,233.03,1987,5359.69,FDD03,Low Fat,Dairy,OUT013,High,Tier 3,Supermarket Type1
6.215,0.012167793,37.4848,1999,111.8544,FDF09,Low Fat,Fruits and Vegetables,OUT049,Medium,Tier 1,Supermarket Type1
6.67,0.0,90.5514,2009,974.0654,FDS33,Regular,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2
12.6,0.074338562,255.5356,2007,9664.7528,FDK03,Regular,Dairy,OUT017,Medium,Tier 2,Supermarket Type1
12.15,0.018407033,254.7698,2004,5834.4054,FDD29,Low Fat,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1
16.6,0.050369191,117.2124,1999,1422.1488,FDD02,Low Fat,Canned,OUT049,Medium,Tier 1,Supermarket Type1
12.857645184135976,0.019837655,128.131,1985,1687.803,FDF29,Regular,Frozen Foods,OUT027,Medium,Tier 3,Supermarket Type3
20.85,0.056465714,103.6648,1997,2285.0256,FDP59,Regular,Breads,OUT046,Small,Tier 1,Supermarket Type1
11.0,0.054928641,101.7358,2004,1508.037,NCN17,Low Fat,Health and Hygiene,OUT035,Small,Tier 2,Supermarket Type1
15.6,0.066829875,185.5924,1999,3146.5708,NCM55,Low Fat,Others,OUT049,Medium,Tier 1,Supermarket Type1
12.857645184135976,0.122832172,217.685,1985,432.77,FDD39,Low Fat,Dairy,OUT019,Small,Tier 1,Grocery Store
10.195,0.146692433,194.5794,2007,4096.6674,FDS02,Regular,Dairy,OUT017,Medium,Tier 2,Supermarket Type1
12.6,0.062827447,105.099,2002,1444.786,FDN16,Regular,Frozen Foods,OUT045,Medium,Tier 2,Supermarket Type1
20.2,0.064464147,255.7646,1999,5410.9566,FDM21,Low Fat,Snack Foods,OUT049,Medium,Tier 1,Supermarket Type1
18.0,0.124959013,116.5124,2009,355.5372,FDJ04,Low Fat,Frozen Foods,OUT018,Medium,Tier 3,Supermarket Type2
6.75,0.0,96.7752,1999,1342.2528,FDT50,Regular,Dairy,OUT049,Medium,Tier 1,Supermarket Type1
12.35,0.15911489,158.1946,2009,1104.5622,FDM27,Regular,Meat,OUT018,Medium,Tier 3,Supermarket Type2
7.59,0.145335007,173.108,2002,2077.296,FDT19,Regular,Fruits and Vegetables,OUT045,Medium,Tier 2,Supermarket Type1
14.8,0.081168135,190.5846,1999,3630.6074,FDQ39,Low Fat,Meat,OUT049,Medium,Tier 1,Supermarket Type1
5.11,0.034874689,161.721,1997,2446.815,NCU30,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1
6.38,0.031898175,177.4344,1997,1784.344,FDY27,Low Fat,Dairy,OUT046,Small,Tier 1,Supermarket Type1
8.3,0.038211537,87.7198,1997,1569.9564,FDW14,Regular,Dairy,OUT046,Small,Tier 1,Supermarket Type1
16.7,0.03874616,143.8102,2007,4811.7366,FDJ21,Regular,Snack Foods,OUT017,Medium,Tier 2,Supermarket Type1
12.857645184135976,0.03443677,156.5288,1985,4870.9928,FDX47,Regular,Breads,OUT027,Medium,Tier 3,Supermarket Type3
9.695,0.130261652,185.2898,2002,3367.6164,FDK56,Low Fat,Fruits and Vegetables,OUT045,Medium,Tier 2,Supermarket Type1
8.235,0.014456938,184.795,2004,1464.76,NCN05,Low Fat,Health and Hygiene,OUT035,Small,Tier 2,Supermarket Type1
10.195,0.126383094,112.1886,1997,667.1316,FDC26,Low Fat,Canned,OUT046,Small,Tier 1,Supermarket Type1
10.695,0.127620811,119.244,1987,3475.476,FDT14,Regular,Dairy,OUT013,High,Tier 3,Supermarket Type1
8.38,0.046878474,109.857,2004,2306.997,FDS36,Regular,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1
11.65,0.220111117,153.0024,1998,455.4072,FDR48,Low Fat,Baking Goods,OUT010,Medium,Tier 3,Grocery Store
9.195,0.0471117,52.0666,2004,615.1992,FDM04,Regular,Frozen Foods,OUT035,Small,Tier 2,Supermarket Type1
8.1,0.019768503,88.6198,1997,1569.9564,FDZ37,Regular,Canned,OUT046,Small,Tier 1,Supermarket Type1
18.6,0.015858893,152.9366,2007,453.4098,FDE46,Low Fat,Snack Foods,OUT017,Medium,Tier 2,Supermarket Type1
17.6,0.018905326,234.659,1997,8508.924,NCQ53,Low Fat,Health and Hygiene,OUT046,Small,Tier 1,Supermarket Type1
20.25,0.014280554,148.0418,2009,1177.1344,NCN42,Low Fat,Household,OUT018,Medium,Tier 3,Supermarket Type2
5.98,0.075675438,53.3614,1999,331.5684,DRH11,Low Fat,Hard Drinks,OUT049,Medium,Tier 1,Supermarket Type1
18.75,0.010381661,207.8954,1999,2292.3494,NCI42,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1
5.82,0.077475884,255.333,2002,4870.327,FDT07,Regular,Fruits and Vegetables,OUT045,Medium,Tier 2,Supermarket Type1
8.52,0.02705936,153.3682,1997,914.8092,DRL60,Low Fat,Soft Drinks,OUT046,Small,Tier 1,Supermarket Type1
15.5,0.126199917,178.4028,2009,1239.7196,FDG20,Regular,Fruits and Vegetables,OUT018,Medium,Tier 3,Supermarket Type2
16.7,0.119462225,182.7976,1997,1810.976,FDF56,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1
9.6,0.027454997,258.1304,2009,2324.9736,FDV33,Regular,Snack Foods,OUT018,Medium,Tier 3,Supermarket Type2
9.13,0.051928034,151.4024,1999,1973.4312,NCF31,Low Fat,Household,OUT049,Medium,Tier 1,Supermarket Type1
10.5,0.0,78.296,1997,1438.128,FDD59,Regular,Starchy Foods,OUT046,Small,Tier 1,Supermarket Type1
17.0,0.119570595,249.7434,1999,4221.8378,FDQ52,Low Fat,Frozen Foods,OUT049,Medium,Tier 1,Supermarket Type1
12.857645184135976,0.033725743,211.6902,1985,4247.804,FDP09,Low Fat,Snack Foods,OUT027,Medium,Tier 3,Supermarket Type3
9.195,0.101275792,46.4744,2004,950.7624,FDK24,Low Fat,Baking Goods,OUT035,Small,Tier 2,Supermarket Type1
10.1,0.056077574,117.8492,1997,1621.8888,NCA18,Low Fat,Household,OUT046,Small,Tier 1,Supermarket Type1
8.18,0.0,140.5154,2002,1701.7848,NCE07,Low Fat,Household,OUT045,Medium,Tier 2,Supermarket Type1
8.655,0.088178053,122.6756,2004,2302.3364,FDM45,Regular,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1
17.85,0.046608497,122.9388,1997,3095.97,FDQ32,Regular,Fruits and Vegetables,OUT046,Small,Tier 1,Supermarket Type1
10.65,0.085119855,229.8668,2004,4146.6024,FDI34,Regular,Snack Foods,OUT035,Small,Tier 2,Supermarket Type1
